1949-03-01,42.9
1949-04-01,53.8
1949-05-01,63.1
1949-06-01,74.3
1949-07-01,79.6
1949-08-01,76.7
1949-09-01,66.2
1949-10-01,63.1
1949-11-01,46.3
1949-12-01,39.4
1950-01-01,41.4
1950-02-01,31.6
1950-03-01,36.4
1950-04-01,48.5
1950-05-01,58.8
1950-06-01,70.3
1950-07-01,75.0
1950-08-01,73.1
1950-09-01,64.8
1950-10-01,60.0
1950-11-01,48.4
1950-12-01,35.0
1951-01-01,36.5
1951-02-01,36.2
1951-03-01,41.5
1951-04-01,53.0
1951-05-01,63.3
1951-06-01,69.8
1951-07-01,76.8
1951-08-01,74.5
1951-09-01,68.2
1951-10-01,58.6
1951-11-01,43.5
1951-12-01,38.6
1952-01-01,36.2
1952-02-01,36.2
1952-03-01,40.2
1952-04-01,55.0
1952-05-01,60.7
1952-06-01,73.6
1952-07-01,80.3
1952-08-01,74.9
1952-09-01,69.9
1952-10-01,55.7
1952-11-01,48.6
1952-12-01,38.4
1953-01-01,37.6
1953-02-01,38.4
1953-03-01,43.4
1953-04-01,52.3
1953-05-01,63.4
1953-06-01,73.6
1953-07-01,77.8
1953-08-01,75.8
1953-09-01,70.4
1953-10-01,60.7
1953-11-01,49.7
1953-12-01,41.3
1954-01-01,30.8
1954-02-01,40.1
1954-03-01,41.6
1954-04-01,53.8
1954-05-01,59.8
1954-06-01,71.6
1954-07-01,76.7
1954-08-01,72.8
1954-09-01,67.4
1954-10-01,61.7
1954-11-01,46.4
1954-12-01,35.9
1955-01-01,31.0
1955-02-01,35.0
1955-03-01,41.7
1955-04-01,53.5
1955-05-01,65.4
1955-06-01,68.9
1955-07-01,80.9
1955-08-01,78.1
1955-09-01,67.8
1955-10-01,59.8
1955-11-01,44.3
1955-12-01,29.7
1956-01-01,32.0
1956-02-01,36.6
1956-03-01,37.4
1956-04-01,48.2
1956-05-01,58.7
1956-06-01,71.4
1956-07-01,72.9
1956-08-01,74.2
1956-09-01,64.8
1956-10-01,58.1
1956-11-01,46.7
1956-12-01,40.9
1957-01-01,28.5
1957-02-01,37.3
1957-03-01,41.9
1957-04-01,53.2
1957-05-01,63.1
1957-06-01,74.3
1957-07-01,77.7
1957-08-01,73.6
1957-09-01,69.7
1957-10-01,56.2
1957-11-01,49.4
1957-12-01,40.2
1958-01-01,31.9
1958-02-01,27.4
1958-03-01,40.3
1958-04-01,52.9
1958-05-01,59.1
1958-06-01,67.2
1958-07-01,76.1
1958-08-01,75.2
1958-09-01,67.6
1958-10-01,55.5
1958-11-01,47.9
1958-12-01,29.4
1959-01-01,31.1
1959-02-01,32.1
1959-03-01,40.1
1959-04-01,53.8
1959-05-01,66.4
1959-06-01,71.2
1959-07-01,76.3
1959-08-01,77.5
1959-09-01,72.3
1959-10-01,59.8
1959-11-01,45.8
1959-12-01,38.4
1960-01-01,33.9
1960-02-01,36.3
1960-03-01,33.3
1960-04-01,54.1
1960-05-01,62.6
1960-06-01,71.8
1960-07-01,74.6
1960-08-01,74.9
1960-09-01,68.0
1960-10-01,58.1
1960-11-01,49.7
1960-12-01,30.9
1961-01-01,27.7
1961-02-01,36.7
1961-03-01,41.5
1961-04-01,49.0
1961-05-01,59.9
1961-06-01,72.3
1961-07-01,78.1
1961-08-01,76.4
1961-09-01,73.6
1961-10-01,61.1
1961-11-01,48.8
1961-12-01,35.5
1962-01-01,32.6
1962-02-01,31.8
1962-03-01,43.1
1962-04-01,53.3
1962-05-01,64.5
1962-06-01,72.5
1962-07-01,74.0
1962-08-01,72.4
1962-09-01,64.9
1962-10-01,57.4
1962-11-01,43.2
1962-12-01,31.5
1963-01-01,30.1
1963-02-01,28.3
1963-03-01,43.7
1963-04-01,53.7
1963-05-01,61.1
1963-06-01,70.9
1963-07-01,76.4
1963-08-01,72.1
1963-09-01,63.1
1963-10-01,61.8
1963-11-01,50.4
1963-12-01,31.2
1964-01-01,35.7
1964-02-01,32.9
1964-03-01,43.1
1964-04-01,49.7
1964-05-01,65.4
1964-06-01,71.6
1964-07-01,75.4
1964-08-01,72.9
1964-09-01,67.2
1964-10-01,55.0
1964-11-01,49.4
1964-12-01,36.4
1965-01-01,29.7
1965-02-01,33.9
1965-03-01,40.0
1965-04-01,50.6
1965-05-01,66.4
1965-06-01,70.1
1965-07-01,74.3
1965-08-01,73.2
1965-09-01,67.5
1965-10-01,57.3
1965-11-01,46.8
1965-12-01,40.5
1966-01-01,32.2
1966-02-01,35.1
1966-03-01,42.7
1966-04-01,49.7
1966-05-01,61.6
1966-06-01,75.4
1966-07-01,79.7
1966-08-01,76.9
1966-09-01,66.5
1966-10-01,56.2
1966-11-01,48.9
1966-12-01,35.7
1967-01-01,37.4
1967-02-01,29.2
1967-03-01,37.6
1967-04-01,49.6
1967-05-01,55.2
1967-06-01,72.8
1967-07-01,75.3
1967-08-01,73.9
1967-09-01,66.7
1967-10-01,57.2
1967-11-01,42.5
1967-12-01,38.2
1968-01-01,26.7
1968-02-01,28.9
1968-03-01,43.3
1968-04-01,55.0
1968-05-01,59.6
1968-06-01,69.7
1968-07-01,77.3
1968-08-01,76.0
1968-09-01,70.6
1968-10-01,60.5
1968-11-01,46.9
1968-12-01,34.3
1969-01-01,31.8
1969-02-01,32.6
1969-03-01,40.1
1969-04-01,55.9
1969-05-01,65.3
1969-06-01,73.1
1969-07-01,74.8
1969-08-01,77.4
1969-09-01,69.0
1969-10-01,57.7
1969-11-01,46.4
1969-12-01,33.4
1970-01-01,25.1
1970-02-01,33.0
1970-03-01,38.7
1970-04-01,52.1
1970-05-01,64.0
1970-06-01,70.9
1970-07-01,77.1
1970-08-01,77.6
1970-09-01,70.8
1970-10-01,58.9
1970-11-01,48.5
1970-12-01,34.4
